timestamp,total_ram,available_ram,used_ram,ram_percent,swap_used,swap_percent,proc_1_name,proc_1_rss,proc_1_vms,proc_1_cpu,proc_2_name,proc_2_rss,proc_2_vms,proc_2_cpu,proc_3_name,proc_3_rss,proc_3_vms,proc_3_cpu,proc_4_name,proc_4_rss,proc_4_vms,proc_4_cpu,proc_5_name,proc_5_rss,proc_5_vms,proc_5_cpu,proc_6_name,proc_6_rss,proc_6_vms,proc_6_cpu,proc_7_name,proc_7_rss,proc_7_vms,proc_7_cpu,proc_8_name,proc_8_rss,proc_8_vms,proc_8_cpu,proc_9_name,proc_9_rss,proc_9_vms,proc_9_cpu,proc_10_name,proc_10_rss,proc_10_vms,proc_10_cpu
2026-03-17 14:06:30,16873545728,7357632512,9515913216,56.4,83279872,7.8,MsMpEng.exe,323235840,343912448,0.0,MemCompression,294727680,872448,0.0,Zalo.exe,281550848,315760640,0.0,chrome.exe,274608128,348348416,0.0,Code.exe,272769024,216489984,0.0,explorer.exe,269258752,246276096,0.0,Cloudflare WARP.exe,239382528,160444416,0.0,Zalo.exe,237580288,187752448,0.0,Code.exe,230457344,195047424,0.0,chrome.exe,225337344,99188736,0.0
2026-03-17 14:06:36,16873545728,7368470528,9505075200,56.3,83279872,7.8,MsMpEng.exe,323194880,343871488,7.4,MemCompression,294727680,872448,0.0,Zalo.exe,275812352,310001664,0.0,chrome.exe,273469440,348348416,0.0,Code.exe,273129472,216666112,3.4,explorer.exe,269201408,246042624,0.0,Cloudflare WARP.exe,239366144,160415744,0.0,Zalo.exe,237580288,187752448,0.3,Code.exe,232472576,197517312,0.6,chrome.exe,225337344,99188736,1.1
2026-03-17 14:06:41,16873545728,7570784256,9302761472,55.1,83279872,7.8,chrome.exe,337833984,407019520,11.8,MemCompression,307703808,884736,11.7,Zalo.exe,282447872,316542976,1.4,MsMpEng.exe,281149440,343830528,12.9,Code.exe,273510400,217006080,1.1,explorer.exe,269283328,246353920,4.2,Code.exe,239566848,204824576,2.1,Cloudflare WARP.exe,239390720,160448512,0.0,Zalo.exe,237441024,187478016,0.0,chrome.exe,225341440,99659776,17.5
2026-03-17 14:06:47,16873545728,7586217984,9287327744,55.0,83279872,7.8,chrome.exe,333774848,405893120,8.1,MemCompression,307703808,884736,0.3,MsMpEng.exe,282554368,343916544,8.3,Zalo.exe,276275200,310366208,0.8,Code.exe,272908288,216420352,0.0,explorer.exe,269271040,246341632,4.6,Cloudflare WARP.exe,239390720,160448512,0.0,Zalo.exe,238407680,188465152,0.5,Zalo.exe,229720064,212410368,1.6,Code.exe,228233216,192536576,0.0
2026-03-17 14:06:53,16873545728,7511101440,9362444288,55.5,83279872,7.8,Zalo.exe,315797504,316465152,3.5,chrome.exe,313368576,384901120,8.4,MemCompression,307703808,884736,0.0,MsMpEng.exe,282935296,343834624,13.1,Code.exe,272883712,216481792,0.8,explorer.exe,269238272,246308864,0.0,Cloudflare WARP.exe,239390720,160448512,0.0,Zalo.exe,236834816,186761216,0.3,chrome.exe,224342016,98652160,1.9,Code.exe,222048256,186048512,0.5
2026-03-17 14:06:59,16873545728,7536799744,9336745984,55.3,83279872,7.8,Zalo.exe,310063104,310706176,0.5,MemCompression,307703808,884736,0.0,chrome.exe,300154880,371699712,10.6,MsMpEng.exe,284258304,343891968,7.8,Code.exe,272916480,216453120,0.3,explorer.exe,269524992,246358016,5.4,Cloudflare WARP.exe,239370240,160415744,0.0,Zalo.exe,236134400,186060800,0.0,chrome.exe,224235520,98566144,5.1,Code.exe,222052352,186048512,0.3
2026-03-17 14:07:05,16873545728,7390105600,9483440128,56.2,83279872,7.8,Zalo.exe,316043264,316473344,1.1,chrome.exe,313749504,385507328,10.0,MemCompression,307478528,884736,0.0,MsMpEng.exe,288444416,347209728,15.2,Code.exe,274100224,217960448,0.3,explorer.exe,270237696,246931456,10.0,Cloudflare WARP.exe,239370240,160415744,0.0,Zalo.exe,236134400,186060800,0.0,chrome.exe,224284672,98525184,6.0,Code.exe,222048256,186048512,0.5
2026-03-17 14:07:10,16873545728,7508123648,9365422080,55.5,83279872,7.8,chrome.exe,317759488,389554176,10.8,Zalo.exe,309284864,309653504,0.8,MemCompression,307482624,884736,0.0,MsMpEng.exe,285507584,344268800,3.5,Code.exe,273182720,216682496,0.0,explorer.exe,270217216,246775808,0.8,Cloudflare WARP.exe,239390720,160448512,0.0,Zalo.exe,236134400,186060800,0.0,chrome.exe,225533952,99950592,7.1,Code.exe,222031872,186032128,0.3
2026-03-17 14:07:16,16873545728,7488733184,9384812544,55.6,83279872,7.8,chrome.exe,329895936,401747968,15.8,Zalo.exe,315514880,316514304,0.3,MemCompression,307482624,884736,0.0,MsMpEng.exe,288382976,347136000,6.3,Code.exe,273178624,216678400,0.3,explorer.exe,270209024,246767616,0.0,Cloudflare WARP.exe,239390720,160448512,0.0,Zalo.exe,236130304,186060800,0.0,chrome.exe,224206848,98373632,7.1,Code.exe,222031872,186032128,0.3
2026-03-17 14:07:22,16873545728,7469260800,9404284928,55.7,83279872,7.8,chrome.exe,340819968,412581888,12.6,Zalo.exe,308690944,309653504,0.5,MemCompression,307486720,884736,0.0,MsMpEng.exe,285425664,344186880,3.3,Code.exe,273326080,216883200,0.5,explorer.exe,270209024,246767616,0.0,Cloudflare WARP.exe,239390720,160448512,0.0,Zalo.exe,236130304,186060800,0.0,chrome.exe,224321536,98471936,2.5,Code.exe,222031872,186048512,0.0
2026-03-17 14:07:28,16873545728,7454269440,9419276288,55.8,83279872,7.8,chrome.exe,349175808,417521664,16.7,Zalo.exe,315719680,316514304,1.4,MemCompression,307486720,884736,0.0,MsMpEng.exe,285646848,344031232,5.4,Code.exe,273498112,217051136,0.0,explorer.exe,270041088,246456320,0.0,Cloudflare WARP.exe,239353856,160382976,0.0,Zalo.exe,236130304,186060800,0.0,chrome.exe,224301056,98426880,5.1,Code.exe,222040064,186044416,0.0
2026-03-17 14:07:33,16873545728,7456366592,9417179136,55.8,83279872,7.8,chrome.exe,349175808,417521664,11.4,Zalo.exe,315871232,316514304,1.1,MemCompression,307494912,884736,0.0,MsMpEng.exe,290938880,343834624,17.4,Code.exe,274800640,218329088,0.3,explorer.exe,270016512,246378496,0.0,Cloudflare WARP.exe,239353856,160382976,0.0,Zalo.exe,236130304,186060800,0.0,chrome.exe,224288768,98414592,6.7,Code.exe,222052352,187092992,6.2
2026-03-17 14:07:39,16873545728,7467806720,9405739008,55.7,83279872,7.8,chrome.exe,361172992,429559808,14.9,Zalo.exe,310165504,310755328,1.1,MemCompression,307494912,884736,0.0,MsMpEng.exe,290889728,343785472,2.7,Code.exe,274092032,217653248,2.4,explorer.exe,269901824,246145024,0.0,Cloudflare WARP.exe,239374336,160419840,0.5,Zalo.exe,236093440,185982976,0.0,chrome.exe,224309248,98426880,2.7,Code.exe,222052352,187092992,10.1
2026-03-17 14:07:45,16873545728,7461548032,9411997696,55.8,83279872,7.8,chrome.exe,372260864,440778752,14.8,Zalo.exe,316059648,316510208,0.3,MemCompression,307494912,884736,0.0,MsMpEng.exe,281403392,343744512,5.7,Code.exe,272044032,217866240,5.5,explorer.exe,269901824,246145024,0.0,Cloudflare WARP.exe,239374336,160419840,0.0,Zalo.exe,236392448,186241024,0.3,chrome.exe,224309248,98426880,3.8,Code.exe,222052352,187092992,7.1
2026-03-17 14:07:51,16873545728,7464472576,9409073152,55.8,83279872,7.8,chrome.exe,374554624,446193664,12.6,MemCompression,307494912,884736,0.0,MsMpEng.exe,285110272,343965696,3.8,Zalo.exe,276262912,310689792,0.5,Code.exe,271290368,217956352,2.2,explorer.exe,270020608,246378496,2.5,Cloudflare WARP.exe,239374336,160419840,0.3,Zalo.exe,236302336,186236928,0.0,chrome.exe,224194560,98328576,2.7,Code.exe,222052352,187092992,10.7
2026-03-17 14:07:56,16873545728,7471136768,9402408960,55.7,83279872,7.8,chrome.exe,374784000,446693376,14.5,MemCompression,307494912,884736,0.0,MsMpEng.exe,284938240,343781376,4.9,Zalo.exe,281419776,316452864,0.5,Code.exe,271163392,217866240,1.6,explorer.exe,269615104,246276096,0.0,Cloudflare WARP.exe,239374336,160419840,0.0,Zalo.exe,236126208,186060800,0.0,chrome.exe,224133120,98193408,3.8,Code.exe,222126080,187228160,5.8
2026-03-17 14:08:02,16873545728,7476027392,9397518336,55.7,83279872,7.8,chrome.exe,374784000,446697472,15.9,MemCompression,307494912,884736,0.0,MsMpEng.exe,284868608,343711744,8.1,Zalo.exe,275771392,310706176,0.3,Code.exe,271163392,217829376,3.2,explorer.exe,269602816,246276096,0.0,Cloudflare WARP.exe,239374336,160419840,0.0,Zalo.exe,236126208,186060800,0.0,chrome.exe,224247808,98279424,3.8,Code.exe,222126080,187203584,11.6
2026-03-17 14:08:08,16873545728,7460069376,9413476352,55.8,83279872,7.8,chrome.exe,386764800,462114816,4.1,MemCompression,307494912,884736,0.0,MsMpEng.exe,284856320,343699456,10.4,Zalo.exe,281735168,316502016,0.8,Code.exe,271323136,217952256,4.9,explorer.exe,269590528,246263808,0.0,Cloudflare WARP.exe,239390720,160448512,0.3,Zalo.exe,236089344,185987072,0.0,chrome.exe,224133120,98181120,4.6,Code.exe,222117888,187203584,7.9
